調教師名,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞,2歳,3歳,4歳,5歳以上,休明初戦,休明2走,休明3走,連闘
平田修　,-608,855,-623,-992,744,-362,217,-194,-98,303,562,235,-569,-146,23,-648,25,-92,-504,-182,171,601,-444,-515,-316,-134,254,519,-1756,-677,-462,-224,-79
深山雅史,124,130,286,-3,287,181,-672,821,35,-5,-499,407,-1403,1757,-9,346,283,-4,664,-56,-290,260,-124,433,64,-281,137,135,247,1140,468,-113,-16
福永祐一,969,-216,,804,61,-151,-537,1506,-290,-191,-94,-223,-549,736,197,245,1837,-99,164,-540,-713,1270,814,-29,462,-36,1884,-156,-249,830,369,-146,324
藤岡健一,-541,147,,-163,-409,-25,179,-752,236,-112,-177,222,179,-213,-250,-514,-216,130,99,-110,195,-144,-139,-707,-559,244,-276,-131,-669,-348,116,184,-158
藤野健太,1130,-349,-291,3200,-1073,-364,-1249,2286,-393,135,282,144,-135,274,-1769,925,242,-386,-79,788,-851,-266,918,409,605,138,-309,791,-857,1892,-1673,-66,-631
藤原英昭,-69,-858,0,-599,-465,111,-156,-690,-128,-41,0,-112,-367,118,359,-67,-199,-230,-132,12,-286,651,-785,-606,-409,-267,-157,471,-753,-201,306,-412,329
堀宣行　,367,86,,604,-480,404,760,-301,-147,-23,30,-147,549,-66,357,-103,-157,0,-100,372,211,171,-348,-44,-411,315,-240,-101,388,-8,8,72,21
堀内岳志,350,-828,-72,-549,-761,-255,-219,-512,-114,253,-246,-786,-467,-656,679,186,-261,52,1142,288,846,624,-1716,-903,-631,840,-577,-460,-1525,905,209,-1649,-149
本田優　,717,-647,-183,934,-1397,289,1138,-1284,-374,-273,-75,184,305,132,560,-274,-220,-275,-274,-10,105,-940,215,588,-35,-388,935,-108,-1200,-449,46,345,-188
本間忍　,397,-879,52,646,-1261,28,865,-1717,-243,-300,-679,212,715,-294,-174,-237,5,-437,672,-908,893,277,-1985,10,-79,491,-613,-1908,353,494,166,-703,59
前川恭子,-882,1523,220,12,1958,-201,269,875,-478,411,946,-868,-256,467,771,-1128,718,346,-356,-828,-1137,-21,2248,-723,-631,-911,-988,1895,80,1178,800,2756,-188
牧光二　,-378,-886,0,-1018,71,-341,-1097,-312,15,164,-43,-135,-1127,-797,26,33,463,-55,144,-472,-137,-560,-831,361,116,-525,-675,-229,-7,-907,-659,-456,-766
牧浦充徳,344,612,,118,726,298,65,820,37,-160,890,-238,-133,166,359,223,-243,211,-467,165,273,538,311,111,345,-286,558,724,-278,714,173,294,-40
牧田和弥,-240,-198,351,-749,336,417,454,-1017,-171,176,-262,8,-177,1353,760,-779,-640,-242,-145,-180,167,-620,147,-85,-270,-58,-700,547,-113,-1203,1057,77,521
松下武士,-614,233,-43,401,-617,-256,98,-264,-124,24,-70,-29,-113,15,126,18,16,-139,-252,-135,-305,308,-458,71,346,309,-665,168,-714,-138,746,-723,-149
松永幹夫,-555,605,657,-383,532,237,661,-611,-57,-240,59,172,131,238,610,-486,59,-74,342,330,161,710,-880,171,-28,78,170,-390,784,-15,108,370,4
松永康利,-80,-45,-519,-557,85,-37,-418,66,-347,-38,59,-554,-459,-222,263,-128,-359,31,-371,46,-803,-395,647,-237,,-684,-1240,87,344,-342,-370,63,243
松山将樹,250,177,-152,-150,539,-115,880,-565,194,-720,655,556,-237,-1129,270,-110,57,1,413,408,-246,646,56,-34,0,1404,-615,-152,-249,1290,27,-109,-225
的場均　,-3333,-4228,59,-5876,-984,-390,-4839,-2084,-277,92,-648,-1245,-2403,-794,-1326,-868,-128,111,-278,-2173,-406,-870,-6583,-79,0,-913,-1273,-102,-5221,-2288,-1263,-1376,-963
水野貴広,-1882,1297,0,-814,468,177,-730,649,38,6,674,93,-1198,416,167,427,-378,-539,-493,-119,-731,289,115,-70,0,-768,22,148,656,-674,50,147,-48
南田美知,426,-2860,49,-2414,-952,290,-2152,-135,154,-59,-648,342,-1623,728,-258,26,-473,211,-417,-1821,721,-1286,-483,290,-552,-586,-1321,-860,2970,1106,571,-373,-824
宮徹　　,1507,-459,124,315,624,257,804,164,-25,338,587,-22,276,368,662,283,-623,-123,573,47,-261,124,8,332,49,62,-584,834,876,-865,-334,532,-277
宮地貴稔,4441,534,218,1529,2542,134,1649,2558,248,175,108,50,-473,-117,1881,905,1061,172,434,-404,231,1553,2438,-293,-158,1820,-310,709,2147,2828,-406,1161,-79
宮田敬介,45,-845,-117,-411,-436,-69,472,-1153,-195,421,13,82,349,-914,-196,-203,-104,60,88,-506,-428,-125,177,-228,-168,-581,360,-94,-360,-484,428,-119,-59
宮本博　,215,491,-85,-750,995,348,361,510,229,-229,-68,240,-1,-281,-325,-41,568,380,-44,66,-314,1930,-975,-356,-364,236,1204,-416,-278,381,-414,86,-16
武藤善則,611,-130,96,515,-389,120,-655,824,18,270,668,82,-532,327,-255,-191,-104,41,151,304,-774,1210,-71,-170,-123,323,707,-343,-266,-1157,-390,643,-167
村田一誠,-1834,-2025,209,-2333,-1327,124,-1744,-2085,-126,116,153,-594,-681,-1734,-241,-110,-79,-226,-397,-1852,-314,-2408,-486,277,34,-2084,-1170,-78,-159,-855,134,-314,-271
森一誠　,1014,740,-79,688,1188,-125,1193,554,65,-9,-15,955,163,281,117,73,-193,-79,415,1166,600,1654,-1016,32,136,804,1229,-231,-575,706,-518,-333,0
森秀行　,1152,1802,-105,2830,221,-49,1154,1716,-156,-60,448,297,646,665,212,-159,128,441,-88,772,193,440,1339,15,109,985,320,747,304,1911,603,127,-6
森田直行,-1112,943,320,494,-205,150,329,-326,-426,78,344,187,6,36,213,-473,-802,520,-281,35,64,932,-594,-252,0,-489,512,-199,868,-50,-29,461,-176
矢嶋大樹,-634,-1789,-353,-860,-1420,-495,-841,-1151,196,-350,-480,-1192,298,-170,-172,-117,-79,-21,1324,-1080,-153,-136,-1555,-473,-158,-983,1320,-781,-994,-1568,-661,1229,224
安田翔伍,195,-212,0,295,-525,106,92,-161,32,-72,-54,-13,320,198,-66,-523,18,192,-35,-384,-303,482,-308,380,439,-339,209,-55,-200,539,-35,107,-321
矢野英一,-932,-1144,237,-1175,-705,-7,-1074,-971,-91,-235,-352,-172,-400,-152,-263,-105,-21,-32,-170,-529,-549,-133,-660,-781,0,-718,-328,-434,-349,-316,-190,-274,-226
矢作芳人,-2264,-34,-68,-279,-1455,-513,-531,-1739,-177,32,128,-205,-264,74,54,-606,-834,-459,-190,398,-55,-1158,-772,-273,-378,-28,-1800,-215,-701,-625,-1135,85,-297
吉岡辰弥,147,872,0,753,99,-6,100,828,-289,-4,-94,150,-31,-129,-117,188,865,211,298,24,-121,257,1043,-135,4,-22,510,309,8,-502,693,233,0
吉田直弘,-443,146,-19,249,-262,-106,-82,-68,-423,58,180,24,276,-81,-244,382,155,-156,-11,-410,51,-438,-175,-1,-85,32,-60,285,-343,366,550,-371,-179
吉村圭司,402,-14,0,922,-884,342,366,-8,-116,-157,144,162,207,-98,-12,276,-490,240,89,222,319,-593,-578,788,1231,618,-721,-32,178,870,-518,145,-147
和田正一,1100,156,-230,616,1278,-471,-32,1323,253,172,270,-240,488,248,-213,-18,-83,350,12,941,-414,903,234,-5,354,-222,1160,-238,382,-917,298,286,-55
和田雄二,-849,-1889,202,-1216,-1879,49,-2384,-638,605,-114,304,-741,-1847,-934,10,-336,-217,257,355,-544,6,902,-2566,-242,0,-1230,961,-674,-1608,-146,-622,-640,-410
和田勇介,619,-208,-81,-561,798,-232,85,171,54,-15,-20,231,3,131,-184,90,-56,-166,-145,-218,519,167,-451,448,846,165,773,-797,410,426,212,-115,-100
渡辺薫彦,-538,-714,-1,-646,-595,7,-401,-692,-39,-167,324,-58,-57,-28,-123,-497,-247,-22,-337,33,387,-2134,633,-48,-43,-223,-1397,-125,634,6,-384,300,-158
