場所,R,馬番,人気,単オッズ,複勝オッズ下,上,単勝,複勝,馬連配当,開催日,推定人気,人気ランク
中山,3,2,4.0,14.2,2.4,6.6,,,,20250106,,
中山,3,3,2.0,4.0,1.2,2.2,,120.0,,20250106,,
中山,3,4,10.0,98.2,6.3,19.3,,,,20250106,,
中山,3,5,11.0,106.0,8.5,26.4,,,,20250106,,
中山,3,6,8.0,33.9,3.9,11.6,,,,20250106,,
中山,3,7,9.0,93.9,8.5,26.4,,,,20250106,,
中山,3,8,7.0,26.2,3.2,9.3,,,,20250106,,
中山,3,9,6.0,21.6,2.5,7.0,,,,20250106,,
中山,3,10,15.0,322.8,20.4,64.6,,,,20250106,,
中山,3,11,16.0,524.5,31.7,100.9,,,,20250106,,
中山,3,12,5.0,15.4,2.8,7.9,,,,20250106,,
中山,3,13,14.0,238.9,17.9,56.8,,,,20250106,,
中山,3,14,12.0,113.3,8.3,25.7,,,,20250106,,
中山,3,15,1.0,1.6,1.1,1.1,,110.0,860.0,20250106,,
中山,3,16,3.0,9.5,1.8,4.6,950.0,180.0,860.0,20250106,,
中山,4,1,1.0,4.3,1.7,2.1,,190.0,,20250106,,
中山,4,2,4.0,8.1,2.5,3.4,,,,20250106,,
中山,4,3,2.0,4.7,1.8,2.3,,,,20250106,,
中山,4,4,12.0,38.7,6.5,9.1,,,,20250106,,
中山,4,5,14.0,168.0,25.1,35.7,,,,20250106,,
中山,4,6,9.0,20.5,3.9,5.3,,,,20250106,,
中山,4,7,16.0,673.2,103.0,146.7,,,,20250106,,
中山,4,8,7.0,11.4,2.9,4.0,,,,20250106,,
中山,4,9,11.0,24.1,4.8,6.7,,,,20250106,,
中山,4,10,10.0,21.6,6.9,9.6,,,,20250106,,
中山,4,11,6.0,11.2,3.1,4.2,,,,20250106,,
中山,4,12,13.0,95.3,38.3,54.6,,,,20250106,,
中山,4,13,8.0,12.6,3.2,4.4,,,,20250106,,
中山,4,14,15.0,211.9,30.7,43.8,21190.0,3200.0,46110.0,20250106,,
中山,4,15,3.0,6.4,2.1,2.8,,240.0,46110.0,20250106,,
中山,4,16,5.0,10.9,2.4,3.2,,,,20250106,,
中山,5,1,3.0,7.0,2.0,3.0,,,,20250106,,
中山,5,2,5.0,15.7,3.7,5.8,,,,20250106,,
中山,5,3,15.0,148.1,24.9,41.3,,,,20250106,,
中山,5,4,9.0,22.0,4.1,6.5,,,,20250106,,
中山,5,5,13.0,108.7,16.5,27.3,,,,20250106,,
中山,5,6,14.0,127.0,20.2,33.4,,,,20250106,,
中山,5,7,7.0,16.9,2.7,4.2,,,,20250106,,
中山,5,8,12.0,74.7,10.0,16.5,,,,20250106,,
中山,5,9,2.0,5.3,1.6,2.2,530.0,170.0,680.0,20250106,,
中山,5,10,1.0,2.3,1.2,1.5,,130.0,680.0,20250106,,
中山,5,11,8.0,19.7,4.5,7.3,,,,20250106,,
中山,5,12,4.0,7.1,1.8,2.7,,,,20250106,,
中山,5,13,11.0,74.0,10.0,16.3,,,,20250106,,
中山,5,14,6.0,16.8,3.0,4.7,,300.0,,20250106,,
中山,5,15,10.0,34.6,5.1,8.2,,,,20250106,,
中山,5,16,16.0,169.8,23.9,39.6,,,,20250106,,
中山,6,1,6.0,14.5,3.0,5.3,,,,20250106,,
中山,6,2,11.0,60.9,8.5,15.6,,,,20250106,,
中山,6,3,5.0,12.8,3.0,5.2,,460.0,,20250106,,
中山,6,4,13.0,192.0,23.4,43.6,,,,20250106,,
中山,6,5,10.0,57.0,5.5,9.9,,,,20250106,,
中山,6,6,1.0,2.0,1.1,1.3,,,,20250106,,
中山,6,7,7.0,20.5,3.0,5.3,,,,20250106,,
中山,6,8,12.0,70.2,9.4,17.3,,,,20250106,,
中山,6,9,18.0,579.7,68.0,127.4,,,,20250106,,
中山,6,10,3.0,7.8,2.0,3.3,,300.0,21760.0,20250106,,
中山,6,11,4.0,8.3,1.8,3.0,,,,20250106,,
中山,6,12,15.0,316.2,34.1,63.7,,,,20250106,,
中山,6,13,2.0,4.8,1.4,2.1,,,,20250106,,
中山,6,14,14.0,252.8,30.5,56.9,,,,20250106,,
中山,6,15,8.0,29.0,3.5,6.1,,,,20250106,,
中山,6,16,9.0,48.9,5.5,9.9,4890.0,850.0,21760.0,20250106,,
中山,6,17,17.0,554.5,67.6,126.6,,,,20250106,,
中山,6,18,16.0,417.6,42.7,79.9,,,,20250106,,
中山,7,1,4.0,13.4,1.9,3.5,,230.0,,20250106,,
中山,7,2,3.0,5.1,1.4,2.4,,,,20250106,,
中山,7,3,5.0,23.2,2.7,5.3,,,,20250106,,
中山,7,4,10.0,53.2,4.4,8.9,,,,20250106,,
中山,7,5,9.0,41.6,4.5,9.3,,,,20250106,,
中山,7,6,6.0,26.4,4.2,8.5,,,,20250106,,
中山,7,7,7.0,36.5,4.2,8.5,3650.0,470.0,1510.0,20250106,,
中山,7,8,8.0,41.1,3.7,7.4,,,,20250106,,
中山,7,9,12.0,284.6,26.3,55.2,,,,20250106,,
中山,7,10,11.0,212.4,22.9,48.2,,,,20250106,,
中山,7,11,1.0,1.6,1.1,1.2,,110.0,1510.0,20250106,,
中山,7,12,2.0,5.1,1.3,2.2,,,,20250106,,
中山,8,1,13.0,104.8,17.4,29.9,,,,20250106,,
中山,8,2,11.0,82.1,14.5,24.9,,,,20250106,,
中山,8,3,12.0,88.0,10.2,17.4,,,,20250106,,
中山,8,4,6.0,14.8,2.2,3.5,,,,20250106,,
中山,8,5,9.0,43.4,6.1,10.3,,,,20250106,,
中山,8,6,5.0,11.6,2.3,3.7,1160.0,230.0,1020.0,20250106,,
中山,8,7,4.0,9.1,1.8,2.8,,,,20250106,,
中山,8,8,10.0,70.9,7.8,13.2,,,,20250106,,
中山,8,9,14.0,135.2,16.0,27.4,,,,20250106,,
中山,8,10,7.0,23.8,4.6,7.7,,,,20250106,,
中山,8,11,2.0,5.4,1.7,2.6,,180.0,,20250106,,
中山,8,12,1.0,2.0,1.1,1.3,,120.0,1020.0,20250106,,
中山,8,13,3.0,6.2,1.7,2.7,,,,20250106,,
中山,8,14,8.0,35.1,5.0,8.3,,,,20250106,,
中山,9,1,11.0,80.6,7.2,12.8,,,,20250106,,
中山,9,2,13.0,267.3,29.9,54.3,,,,20250106,,
中山,9,3,15.0,277.6,27.4,49.7,,,,20250106,,
中山,9,4,2.0,7.2,1.7,2.6,,,,20250106,,
中山,9,5,10.0,56.7,7.0,12.4,,,,20250106,,
中山,9,6,9.0,31.6,4.2,7.3,,,,20250106,,
中山,9,7,8.0,24.6,3.4,5.8,,,,20250106,,
中山,9,8,7.0,16.7,3.3,5.7,,,,20250106,,
中山,9,9,12.0,94.0,12.6,22.7,,,,20250106,,
中山,9,10,5.0,10.9,2.2,3.7,,230.0,,20250106,,
中山,9,11,16.0,465.8,41.8,75.9,,,,20250106,,
中山,9,12,14.0,270.2,35.5,64.4,,,,20250106,,
中山,9,13,6.0,15.8,2.6,4.3,,,,20250106,,
中山,9,14,1.0,1.9,1.1,1.3,,110.0,910.0,20250106,,
中山,9,15,4.0,8.5,2.1,3.4,,,,20250106,,
中山,9,16,3.0,7.6,2.1,3.5,760.0,230.0,910.0,20250106,,
中山,10,1,11.0,84.1,10.4,15.1,,,,20250106,,
中山,10,2,12.0,90.4,17.9,26.3,,,,20250106,,
中山,10,3,4.0,6.4,1.8,2.5,,,,20250106,,
中山,10,4,3.0,6.0,1.7,2.3,,180.0,,20250106,,
中山,10,5,5.0,7.1,2.3,3.1,,230.0,2200.0,20250106,,
中山,10,6,7.0,12.3,2.7,3.7,,,,20250106,,
中山,10,7,10.0,66.2,9.0,13.0,,,,20250106,,
中山,10,8,8.0,20.7,3.8,5.4,,,,20250106,,
中山,10,9,2.0,4.1,1.6,2.1,410.0,170.0,2200.0,20250106,,
中山,10,10,1.0,3.8,1.6,2.1,,,,20250106,,
中山,10,11,14.0,173.4,23.1,33.9,,,,20250106,,
中山,10,12,15.0,358.2,46.7,68.5,,,,20250106,,
中山,10,13,9.0,53.2,8.8,12.7,,,,20250106,,
中山,10,14,6.0,11.5,3.2,4.5,,,,20250106,,
中山,10,15,13.0,166.0,23.3,34.2,,,,20250106,,
中山,11,1,12.0,40.4,6.7,10.5,,,,20250106,,
中山,11,2,4.0,12.9,2.9,4.3,,,,20250106,,
中山,11,3,2.0,4.1,1.8,2.4,,,,20250106,,
中山,11,4,5.0,13.7,2.6,3.9,,,,20250106,,
中山,11,5,15.0,139.1,15.8,25.0,,,,20250106,,
中山,11,6,9.0,24.6,4.0,6.2,,,,20250106,,
中山,11,7,6.0,14.9,3.5,5.3,,370.0,2250.0,20250106,,
中山,11,8,10.0,30.5,6.1,9.4,,,,20250106,,
中山,11,9,14.0,68.6,9.2,14.5,,,,20250106,,
中山,11,10,3.0,8.7,2.2,3.3,,250.0,,20250106,,
中山,11,11,8.0,20.1,3.4,5.1,,,,20250106,,
中山,11,12,1.0,2.5,1.3,1.5,250.0,140.0,2250.0,20250106,,
中山,11,13,11.0,34.3,5.9,9.3,,,,20250106,,
中山,11,14,7.0,15.4,2.7,4.0,,,,20250106,,
中山,11,15,16.0,312.0,40.6,64.0,,,,20250106,,
中山,11,16,13.0,50.7,7.7,12.1,,,,20250106,,
中山,12,1,13.0,93.9,13.3,20.5,,,,20250106,,
中山,12,2,14.0,172.7,18.1,28.0,,,,20250106,,
中山,12,3,8.0,23.3,3.7,5.5,,,,20250106,,
中山,12,4,15.0,195.8,18.4,28.5,,,,20250106,,
中山,12,5,4.0,6.5,1.8,2.5,,,,20250106,,
中山,12,6,10.0,30.6,5.3,8.0,,770.0,,20250106,,
中山,12,7,3.0,6.1,1.8,2.5,,,,20250106,,
中山,12,8,5.0,16.2,3.7,5.5,,,,20250106,,
中山,12,9,9.0,24.8,5.1,7.8,,,,20250106,,
中山,12,10,1.0,2.7,1.4,1.7,,,,20250106,,
中山,12,11,7.0,21.9,3.7,5.5,,,,20250106,,
中山,12,12,6.0,18.3,3.7,5.5,,,,20250106,,
中山,12,13,2.0,4.4,1.6,2.1,,,,20250106,,
中山,12,14,11.0,36.2,5.4,8.1,,780.0,51710.0,20250106,,
中山,12,15,12.0,79.1,10.8,16.6,7910.0,1570.0,51710.0,20250106,,
中山,12,16,16.0,228.8,31.2,48.3,,,,20250106,,
中京,1,1,12.0,45.2,7.8,11.7,,,,20250106,,
中京,1,2,1.0,3.0,1.4,1.7,300.0,160.0,4750.0,20250106,,
中京,1,3,16.0,208.8,28.1,42.5,,,,20250106,,
中京,1,4,2.0,5.5,1.7,2.3,,,,20250106,,
中京,1,5,15.0,76.7,13.7,20.7,,,,20250106,,
中京,1,6,7.0,17.5,4.4,6.5,,,,20250106,,
中京,1,7,4.0,8.6,2.0,2.8,,,,20250106,,
中京,1,8,3.0,6.0,1.8,2.6,,,,20250106,,
中京,1,9,9.0,30.0,4.5,6.7,,,,20250106,,
中京,1,10,6.0,10.0,3.0,4.4,,350.0,,20250106,,
中京,1,11,14.0,64.4,11.6,17.6,,,,20250106,,
中京,1,12,11.0,37.5,5.8,8.6,,640.0,4750.0,20250106,,
中京,1,13,13.0,56.9,10.8,16.3,,,,20250106,,
中京,1,14,8.0,25.6,4.7,6.9,,,,20250106,,
中京,1,15,10.0,32.3,4.7,6.9,,,,20250106,,
中京,1,16,5.0,9.5,3.3,4.8,,,,20250106,,
中京,2,1,14.0,139.3,19.6,30.9,,,,20250106,,
中京,2,2,15.0,183.2,15.9,25.1,,,,20250106,,
中京,2,3,11.0,70.1,10.9,17.0,,,,20250106,,
中京,2,4,16.0,470.5,70.6,111.2,,,,20250106,,
中京,2,5,8.0,29.2,3.6,5.4,,,,20250106,,
中京,2,6,2.0,5.4,1.7,2.4,,180.0,1040.0,20250106,,
中京,2,7,3.0,5.5,1.7,2.5,,,,20250106,,
中京,2,8,4.0,8.4,2.1,3.0,,,,20250106,,
中京,2,9,1.0,2.8,1.3,1.6,280.0,130.0,1040.0,20250106,,
中京,2,10,5.0,9.0,2.8,4.2,,,,20250106,,
中京,2,11,12.0,112.1,19.3,30.4,,,,20250106,,
中京,2,12,10.0,42.0,6.7,10.4,,,,20250106,,
中京,2,13,13.0,127.1,14.3,22.4,,,,20250106,,
中京,2,14,9.0,40.7,5.8,9.0,,,,20250106,,
中京,2,15,6.0,9.6,2.3,3.3,,230.0,,20250106,,
中京,2,16,7.0,14.8,3.6,5.4,,,,20250106,,
中京,3,1,10.0,40.7,9.2,14.0,,,,20250106,,
中京,3,2,14.0,180.4,25.8,39.6,,,,20250106,,
中京,3,3,6.0,12.5,2.5,3.6,,,,20250106,,
中京,3,4,3.0,5.7,1.6,2.2,,,,20250106,,
中京,3,5,7.0,18.2,3.9,5.7,,,,20250106,,
中京,3,6,1.0,3.1,1.4,1.8,,,,20250106,,
中京,3,7,5.0,11.6,2.3,3.2,,,,20250106,,
中京,3,8,12.0,161.3,26.2,40.2,,,,20250106,,
中京,3,9,16.0,312.4,37.5,57.5,,,,20250106,,
中京,3,10,9.0,38.5,6.5,9.8,,730.0,,20250106,,
中京,3,11,2.0,3.7,1.6,2.3,,200.0,1580.0,20250106,,
中京,3,12,11.0,101.2,13.7,20.9,,,,20250106,,
中京,3,13,13.0,176.4,25.1,38.5,,,,20250106,,
中京,3,14,15.0,227.9,28.4,43.5,,,,20250106,,
中京,3,15,8.0,22.8,4.9,7.3,,,,20250106,,
中京,3,16,4.0,6.9,1.8,2.5,690.0,220.0,1580.0,20250106,,
中京,4,1,8.0,55.7,3.4,21.1,5570.0,2040.0,21280.0,20250106,,
中京,4,2,6.0,33.0,2.2,13.0,,,,20250106,,
中京,4,3,11.0,326.7,17.3,120.4,,,,20250106,,
中京,4,4,12.0,401.0,19.4,135.3,,,,20250106,,
中京,4,5,10.0,219.0,8.0,54.5,,,,20250106,,
中京,4,6,5.0,31.0,2.3,13.3,,1300.0,,20250106,,
中京,4,7,7.0,39.3,1.9,10.4,,,,20250106,,
中京,4,8,1.0,1.1,1.0,1.1,,,,20250106,,
中京,4,9,3.0,18.1,1.9,10.6,,,,20250106,,
中京,4,10,2.0,11.9,1.3,5.7,,,,20250106,,
中京,4,11,9.0,99.8,8.3,56.3,,,,20250106,,
中京,4,12,4.0,30.5,2.6,15.5,,1510.0,21280.0,20250106,,
中京,5,1,7.0,15.0,3.8,5.7,,,,20250106,,
中京,5,2,13.0,131.4,23.8,36.5,,,,20250106,,
中京,5,3,17.0,298.1,50.6,77.9,,,,20250106,,
中京,5,4,3.0,6.2,1.7,2.4,,,,20250106,,
中京,5,5,15.0,290.9,43.5,67.0,,,,20250106,,
中京,5,6,12.0,54.7,10.1,15.4,,,,20250106,,
中京,5,7,14.0,273.2,37.0,56.9,,,,20250106,,
中京,5,8,18.0,400.6,70.0,107.7,,,,20250106,,
中京,5,9,9.0,26.2,5.1,7.6,,640.0,,20250106,,
中京,5,10,10.0,28.0,5.9,8.8,,740.0,7070.0,20250106,,
中京,5,11,2.0,4.6,1.7,2.4,460.0,230.0,7070.0,20250106,,
中京,5,12,8.0,25.8,5.1,7.6,,,,20250106,,
中京,5,13,16.0,294.3,38.0,58.5,,,,20250106,,
中京,5,14,5.0,11.9,2.6,3.7,,,,20250106,,
中京,5,15,6.0,13.7,2.7,4.0,,,,20250106,,
中京,5,16,4.0,7.5,1.9,2.7,,,,20250106,,
中京,5,17,1.0,2.9,1.4,1.7,,,,20250106,,
中京,5,18,11.0,42.2,6.9,10.3,,,,20250106,,
中京,6,1,12.0,47.8,8.4,14.2,,,,20250106,,
中京,6,2,11.0,44.4,8.7,14.6,,,,20250106,,
中京,6,3,18.0,440.2,60.1,103.2,,,,20250106,,
中京,6,4,4.0,7.4,1.8,2.8,740.0,220.0,1020.0,20250106,,
中京,6,5,17.0,244.1,32.0,54.9,,,,20250106,,
中京,6,6,3.0,5.0,1.7,2.6,,,,20250106,,
中京,6,7,13.0,60.5,7.6,12.8,,,,20250106,,
中京,6,8,9.0,37.5,6.8,11.5,,760.0,,20250106,,
中京,6,9,14.0,70.2,8.7,14.6,,,,20250106,,
中京,6,10,1.0,2.4,1.2,1.6,,140.0,1020.0,20250106,,
中京,6,11,6.0,22.0,3.5,5.7,,,,20250106,,
中京,6,12,8.0,26.7,3.7,6.0,,,,20250106,,
中京,6,13,10.0,37.6,5.0,8.3,,,,20250106,,
中京,6,14,16.0,216.1,25.6,43.8,,,,20250106,,
中京,6,15,7.0,26.2,5.0,8.3,,,,20250106,,
中京,6,16,5.0,20.8,4.1,6.8,,,,20250106,,
中京,6,17,15.0,140.6,18.2,31.0,,,,20250106,,
中京,6,18,2.0,4.9,1.4,2.0,,,,20250106,,
中京,7,1,15.0,131.3,22.6,42.3,,,,20250106,,
中京,7,2,11.0,34.9,5.4,9.7,,,,20250106,,
中京,7,3,9.0,28.0,3.8,6.7,,,,20250106,,
中京,7,4,16.0,424.1,53.8,100.9,,,,20250106,,
中京,7,5,10.0,33.3,5.6,10.1,,590.0,31590.0,20250106,,
中京,7,6,12.0,96.0,13.4,24.9,,,,20250106,,
中京,7,7,3.0,8.8,2.0,3.3,,,,20250106,,
中京,7,8,4.0,10.1,2.1,3.5,,,,20250106,,
中京,7,9,7.0,24.0,4.0,7.1,,,,20250106,,
中京,7,10,13.0,103.5,11.5,21.4,,,,20250106,,
中京,7,11,1.0,1.8,1.1,1.2,,110.0,,20250106,,
中京,7,12,14.0,112.8,16.6,31.1,,,,20250106,,
中京,7,13,6.0,14.1,2.6,4.5,1410.0,290.0,31590.0,20250106,,
中京,7,14,8.0,27.2,3.9,7.0,,,,20250106,,
中京,7,15,2.0,6.9,1.9,3.1,,,,20250106,,
中京,7,16,5.0,11.8,3.0,5.2,,,,20250106,,
中京,8,1,13.0,189.6,30.9,52.5,,,,20250106,,
中京,8,2,11.0,57.1,7.0,11.7,,,,20250106,,
中京,8,3,3.0,6.8,1.7,2.5,,170.0,2080.0,20250106,,
中京,8,4,15.0,368.2,36.7,62.3,,,,20250106,,
中京,8,5,4.0,7.7,2.3,3.5,,,,20250106,,
中京,8,6,14.0,224.7,26.2,44.4,,,,20250106,,
中京,8,7,6.0,20.5,2.8,4.5,,,,20250106,,
中京,8,8,9.0,37.4,6.0,9.8,,,,20250106,,
中京,8,9,1.0,2.1,1.2,1.4,,120.0,,20250106,,
中京,8,10,8.0,24.0,2.9,4.7,,,,20250106,,
中京,8,11,5.0,12.1,2.5,3.9,,,,20250106,,
中京,8,12,16.0,378.1,40.9,69.5,,,,20250106,,
中京,8,13,12.0,171.9,18.0,30.5,,,,20250106,,
中京,8,14,10.0,45.5,6.0,9.9,,,,20250106,,
中京,8,15,2.0,5.1,1.6,2.4,510.0,160.0,2080.0,20250106,,
中京,8,16,7.0,21.3,3.7,5.9,,,,20250106,,
中京,9,1,2.0,4.3,1.7,2.4,,210.0,,20250106,,
中京,9,2,16.0,409.1,59.6,92.3,,,,20250106,,
中京,9,3,9.0,19.8,4.1,6.1,,,,20250106,,
中京,9,4,5.0,11.1,2.7,3.9,,,,20250106,,
中京,9,5,14.0,92.9,15.3,23.7,,,,20250106,,
中京,9,6,8.0,19.3,5.3,8.0,,,,20250106,,
中京,9,7,1.0,3.3,1.4,1.7,,,,20250106,,
中京,9,8,12.0,51.7,7.5,11.4,,,,20250106,,
中京,9,9,13.0,77.4,10.0,15.4,,,,20250106,,
中京,9,10,15.0,158.3,18.4,28.6,,,,20250106,,
中京,9,11,11.0,50.4,6.6,10.1,,740.0,13220.0,20250106,,
中京,9,12,6.0,15.2,2.7,4.0,,,,20250106,,
中京,9,13,7.0,18.0,4.4,6.6,,,,20250106,,
中京,9,14,4.0,8.0,2.1,3.0,,,,20250106,,
中京,9,15,3.0,5.1,1.6,2.2,510.0,200.0,13220.0,20250106,,
中京,9,16,10.0,49.2,7.3,11.1,,,,20250106,,
中京,10,1,7.0,16.6,3.6,5.3,1660.0,360.0,3940.0,20250106,,
中京,10,2,13.0,98.0,12.8,19.0,,,,20250106,,
中京,10,3,9.0,22.3,4.8,7.1,,,,20250106,,
中京,10,4,2.0,4.5,1.6,2.0,,170.0,3940.0,20250106,,
中京,10,5,5.0,9.5,2.7,3.9,,,,20250106,,
中京,10,6,14.0,134.6,19.0,28.5,,,,20250106,,
中京,10,7,6.0,13.2,3.0,4.3,,,,20250106,,
中京,10,8,8.0,18.4,4.0,5.8,,,,20250106,,
中京,10,9,3.0,5.2,1.9,2.6,,,,20250106,,
中京,10,10,12.0,60.6,12.3,18.4,,,,20250106,,
中京,10,11,16.0,296.8,46.6,70.2,,,,20250106,,
中京,10,12,1.0,3.8,1.6,2.0,,170.0,,20250106,,
中京,10,13,15.0,194.4,30.4,45.7,,,,20250106,,
中京,10,14,10.0,32.4,6.1,9.0,,,,20250106,,
中京,10,15,17.0,319.8,43.3,65.2,,,,20250106,,
中京,10,16,4.0,7.7,2.0,2.8,,,,20250106,,
中京,10,17,18.0,362.5,62.2,93.7,,,,20250106,,
中京,10,18,11.0,32.4,5.1,7.5,,,,20250106,,
中京,11,1,1.0,3.4,1.4,1.8,340.0,160.0,610.0,20250106,,
中京,11,2,17.0,245.6,37.1,57.0,,,,20250106,,
中京,11,3,2.0,3.9,1.6,2.2,,180.0,610.0,20250106,,
中京,11,4,10.0,30.0,5.5,8.3,,,,20250106,,
中京,11,5,15.0,167.1,18.1,27.8,,,,20250106,,
中京,11,6,12.0,57.5,10.4,15.9,,,,20250106,,
中京,11,7,7.0,16.6,3.5,5.2,,,,20250106,,
中京,11,8,6.0,13.8,3.2,4.7,,,,20250106,,
中京,11,9,9.0,27.6,4.4,6.6,,,,20250106,,
中京,11,10,8.0,25.9,5.4,8.1,,,,20250106,,
中京,11,11,13.0,65.9,9.5,14.4,,950.0,,20250106,,
中京,11,12,5.0,10.1,2.4,3.5,,,,20250106,,
中京,11,13,16.0,241.2,27.7,42.6,,,,20250106,,
中京,11,14,4.0,7.2,2.2,3.1,,,,20250106,,
中京,11,15,11.0,41.7,7.5,11.4,,,,20250106,,
中京,11,16,14.0,160.4,24.7,38.0,,,,20250106,,
中京,11,17,3.0,6.4,1.8,2.5,,,,20250106,,
中京,12,1,10.0,50.1,5.8,10.6,,,,20250106,,
中京,12,2,1.0,1.8,1.1,1.3,,,,20250106,,
中京,12,3,15.0,230.5,24.8,46.5,,,,20250106,,
中京,12,4,2.0,5.6,1.5,2.4,560.0,210.0,2530.0,20250106,,
中京,12,5,11.0,64.1,7.0,12.9,,,,20250106,,
中京,12,6,4.0,10.2,2.1,3.5,,,,20250106,,
中京,12,7,7.0,20.5,3.3,5.8,,,,20250106,,
中京,12,8,6.0,18.6,3.5,6.1,,,,20250106,,
中京,12,9,13.0,133.3,14.0,26.0,,,,20250106,,
中京,12,10,14.0,188.4,21.6,40.5,,,,20250106,,
中京,12,11,12.0,98.9,8.3,15.3,,,,20250106,,
中京,12,12,16.0,341.7,32.8,61.7,,,,20250106,,
中京,12,13,8.0,25.5,4.1,7.4,,570.0,,20250106,,
中京,12,14,5.0,18.5,2.6,4.5,,,,20250106,,
中京,12,15,3.0,8.1,1.7,2.8,,240.0,2530.0,20250106,,
中京,12,16,9.0,25.9,4.9,8.8,,,,20250106,,
中山,1,1,14.0,162.6,23.9,39.2,,,,20250111,,
中山,1,2,9.0,33.2,4.4,7.0,,,,20250111,,
中山,1,3,11.0,100.0,17.8,29.1,,,,20250111,,
中山,1,4,5.0,8.7,2.2,3.3,,,,20250111,,
中山,1,5,15.0,195.7,30.5,50.0,,,,20250111,,
中山,1,6,1.0,3.5,1.3,1.6,,,,20250111,,
中山,1,7,7.0,29.5,4.4,6.9,,,,20250111,,
中山,1,8,6.0,9.1,2.5,3.9,,,,20250111,,
中山,1,9,4.0,6.0,1.5,2.2,,200.0,1270.0,20250111,,
中山,1,10,13.0,149.7,24.2,39.6,,,,20250111,,
中山,1,11,8.0,29.7,5.1,8.1,,,,20250111,,
中山,1,12,3.0,5.6,2.1,3.1,,,,20250111,,
中山,1,13,12.0,113.0,18.5,30.3,,2110.0,,20250111,,
中山,1,14,16.0,238.6,23.6,38.7,,,,20250111,,
中山,1,15,10.0,89.1,10.8,17.6,,,,20250111,,
中山,1,16,2.0,3.9,1.5,2.1,390.0,180.0,1270.0,20250111,,
中山,2,1,16.0,297.3,44.2,84.9,,,,20250111,,
中山,2,2,4.0,7.2,1.7,2.8,,,,20250111,,
中山,2,3,7.0,55.4,6.6,12.3,,,,20250111,,
中山,2,4,15.0,234.7,23.7,45.4,,,,20250111,,
中山,2,5,8.0,59.6,6.2,11.7,,,,20250111,,
中山,2,6,5.0,10.7,1.9,3.3,,,,20250111,,
中山,2,7,3.0,3.9,1.4,2.3,,140.0,,20250111,,
中山,2,8,14.0,221.9,16.6,31.9,,,,20250111,,
中山,2,9,6.0,53.2,6.7,12.6,,,,20250111,,
中山,2,10,10.0,66.3,6.6,12.5,,,,20250111,,
中山,2,11,9.0,62.3,7.4,14.0,,,,20250111,,
中山,2,12,11.0,88.8,12.7,24.2,,,,20250111,,
中山,2,13,12.0,101.9,11.3,21.6,,,,20250111,,
中山,2,14,2.0,3.2,1.1,1.5,320.0,110.0,340.0,20250111,,
中山,2,15,13.0,146.6,16.1,30.8,,,,20250111,,
中山,2,16,1.0,3.0,1.2,1.7,,120.0,340.0,20250111,,
中山,3,1,9.0,19.0,4.0,6.7,,,,20250111,,
中山,3,2,4.0,7.9,2.0,3.1,,220.0,,20250111,,
中山,3,3,13.0,270.4,26.9,47.1,,,,20250111,,
中山,3,4,7.0,14.9,3.4,5.6,,,,20250111,,
中山,3,5,5.0,8.4,2.5,4.0,,,,20250111,,
中山,3,6,16.0,457.2,69.3,121.5,,,,20250111,,
中山,3,7,10.0,31.9,5.8,9.8,,,,20250111,,
中山,3,8,14.0,278.9,32.9,57.6,,,,20250111,,
中山,3,9,8.0,15.3,3.9,6.4,,,,20250111,,
中山,3,10,2.0,6.8,1.6,2.3,,,,20250111,,
中山,3,11,11.0,49.8,5.6,9.5,,,,20250111,,
中山,3,12,3.0,7.2,1.9,3.1,,,,20250111,,
中山,3,13,15.0,305.7,29.1,51.0,,,,20250111,,
中山,3,14,12.0,260.0,37.7,66.0,,,,20250111,,
中山,3,15,1.0,2.5,1.2,1.4,250.0,130.0,1310.0,20250111,,
中山,3,16,6.0,12.6,2.8,4.5,,300.0,1310.0,20250111,,
中山,4,1,12.0,53.9,12.4,19.1,,,,20250111,,
中山,4,2,6.0,17.8,3.7,5.5,,,,20250111,,
中山,4,3,2.0,4.7,1.6,2.2,,180.0,920.0,20250111,,
中山,4,4,13.0,87.2,17.9,27.6,,,,20250111,,
中山,4,5,5.0,8.0,2.1,3.0,,,,20250111,,
中山,4,6,7.0,17.9,4.6,6.9,,,,20250111,,
中山,4,7,8.0,29.2,7.6,11.6,,,,20250111,,
中山,4,8,11.0,53.7,8.9,13.6,,,,20250111,,
中山,4,9,3.0,5.2,1.5,2.1,,,,20250111,,
中山,4,10,16.0,139.7,21.8,33.7,,,,20250111,,
中山,4,11,14.0,103.8,19.0,29.4,,,,20250111,,
中山,4,12,1.0,3.5,1.4,1.8,350.0,150.0,920.0,20250111,,
中山,4,13,10.0,33.9,6.4,9.8,,,,20250111,,
中山,4,14,4.0,6.2,1.7,2.4,,,,20250111,,
中山,4,15,15.0,125.2,23.4,36.1,,,,20250111,,
中山,4,16,9.0,31.2,5.7,8.7,,580.0,,20250111,,
中山,5,1,1.0,1.9,1.1,1.3,,130.0,,20250111,,
中山,5,2,2.0,4.6,1.4,2.1,,,,20250111,,
中山,5,3,14.0,132.8,14.0,25.6,,,,20250111,,
中山,5,4,16.0,208.2,21.7,39.9,,,,20250111,,
中山,5,5,10.0,44.0,5.4,9.5,,,,20250111,,
中山,5,6,15.0,207.4,18.7,34.4,,2350.0,278580.0,20250111,,
