場所,R,クラス,種別,距離,馬場状態,レースレベル,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク
阪神,8,自己条件,ダート,1400,重(暫定),Lv3 ,12,リュキア,4歳,田山旺佑,小椋研介,短距離,右回り,ダ道悪,アメリカンペイトリオット,,距離延長,12,E
阪神,8,自己条件,ダート,1400,重(暫定),Lv3 ,13,スターペスショウマ,4歳,太宰啓介,石橋守,短距離,右回り,ダ道悪,リアルスティール,,,16,E
阪神,8,自己条件,ダート,1400,重(暫定),Lv3 ,14,リュクスドレフォン,5歳以上,荻野琢真,平田修,短距離,右回り,ダ道悪,ドレフォン,,距離短縮,13,E
阪神,8,自己条件,ダート,1400,重(暫定),Lv3 ,15,ポルトドール,5歳以上,松山弘平,小栗実,短距離,右回り,ダ道悪,モーリス,,,6,D
阪神,8,自己条件,ダート,1400,重(暫定),Lv3 ,16,プロクレイア,4歳,川端海翼,小林真也,短距離,右回り,ダ道悪,エピファネイア,休明2走,距離短縮,15,E
阪神,9,自己条件,芝,2400,良(暫定),Lv2 ,1,ファームツエンティ,5歳以上,松山弘平,北出成人,長距離,右回り,,キズナ,,距離短縮,2,B
阪神,9,自己条件,芝,2400,良(暫定),Lv2 ,2,アルマデオロ,4歳,武豊,清水久詞,長距離,右回り,,レイデオロ,休明初戦,,3,B
阪神,9,自己条件,芝,2400,良(暫定),Lv2 ,3,アルベリック,5歳以上,柴田裕一,中竹和也,長距離,右回り,,エイシンヒカリ,,距離延長,8,E
阪神,9,自己条件,芝,2400,良(暫定),Lv2 ,4,アロンズロッド,4歳,ルメール,宮田敬介,長距離,右回り,,エピファネイア,,,1,A
阪神,9,自己条件,芝,2400,良(暫定),Lv2 ,5,パンデアスカル,5歳以上,幸英明,小椋研介,長距離,右回り,,モーリス,,距離短縮,4,D
阪神,9,自己条件,芝,2400,良(暫定),Lv2 ,6,プレイリードリーム,5歳以上,浜中俊,安達昭夫,長距離,右回り,,ドリームジャーニー,休明初戦,,7,D
阪神,9,自己条件,芝,2400,良(暫定),Lv2 ,7,サトノスカイターフ,5歳以上,高杉吏麒,池江泰寿,長距離,右回り,,ディープインパクト,休明3走,,5,D
阪神,9,自己条件,芝,2400,良(暫定),Lv2 ,8,リッチブラック,5歳以上,吉村誠之,西村真幸,長距離,右回り,,エピファネイア,,距離延長,6,D
阪神,10,OP,芝,2600,良(暫定),Lv2 ,1,アマキヒ,4歳,岩田望来,橋田宜長,長距離,右回り,,ブラックタイド,,距離短縮,2,B
阪神,10,OP,芝,2600,良(暫定),Lv2 ,2,マイネルクリソーラ,5歳以上,武豊,手塚貴久,長距離,右回り,,スクリーンヒーロー,休明3走,距離延長,4,D
阪神,10,OP,芝,2600,良(暫定),Lv2 ,3,ボーンディスウェイ,5歳以上,松山弘平,牧光二,長距離,右回り,,ハーツクライ,休明2走,距離短縮,6,D
阪神,10,OP,芝,2600,良(暫定),Lv2 ,4,マイネルメモリー,5歳以上,浜中俊,宮徹,長距離,右回り,,ゴールドシップ,,距離延長,9,D
阪神,10,OP,芝,2600,良(暫定),Lv2 ,5,カネフラ,5歳以上,松本大輝,高橋康之,長距離,右回り,,グランデッツァ,,距離延長,7,D
阪神,10,OP,芝,2600,良(暫定),Lv2 ,6,サンライズソレイユ,5歳以上,坂井瑠星,矢作芳人,長距離,右回り,,キズナ,休明2走,距離短縮,3,C
阪神,10,OP,芝,2600,良(暫定),Lv2 ,7,ウエストナウ,5歳以上,高杉吏麒,寺島良,長距離,右回り,,キズナ,休明初戦,距離延長,5,D
阪神,10,OP,芝,2600,良(暫定),Lv2 ,8,トータルクラリティ,4歳,国分優作,池添学,長距離,右回り,,バゴ,,距離短縮,13,E
阪神,10,OP,芝,2600,良(暫定),Lv2 ,9,ザイツィンガー,5歳以上,田山旺佑,牧田和弥,長距離,右回り,,ドリームジャーニー,,距離延長,11,D
阪神,10,OP,芝,2600,良(暫定),Lv2 ,10,ウィクトルウェルス,4歳,ルメール,宮田敬介,長距離,右回り,,リアルスティール,休明3走,距離延長,1,A
阪神,10,OP,芝,2600,良(暫定),Lv2 ,11,グランドカリナン,5歳以上,菱田裕二,田島俊明,長距離,右回り,,リアルインパクト,休明初戦,距離延長,12,E
阪神,10,OP,芝,2600,良(暫定),Lv2 ,12,ドクタードリトル,5歳以上,団野大成,今野貞一,長距離,右回り,,デクラレーションオブウォー,,距離延長,8,D
阪神,10,OP,芝,2600,良(暫定),Lv2 ,13,ミクソロジー,5歳以上,鮫島克駿,辻野泰之,長距離,右回り,,オルフェーヴル,,距離短縮,10,D
阪神,11,重賞,芝,1600,良(暫定),Lv2 ,1,エンブロイダリー,4歳,ルメール,森一誠,短距離,右回り,,アドマイヤマーズ,休明初戦,,1,B
阪神,11,重賞,芝,1600,良(暫定),Lv2 ,2,カピリナ,5歳以上,横山典弘,田島俊明,短距離,右回り,,ダンカーク,休明初戦,,5,D
阪神,11,重賞,芝,1600,良(暫定),Lv2 ,3,ルージュソリテール,4歳,西塚洸二,藤原英昭,短距離,右回り,,ロードカナロア,休明3走,,7,D
阪神,11,重賞,芝,1600,良(暫定),Lv2 ,4,ラヴァンダ,5歳以上,岩田望来,中村直也,短距離,右回り,,シルバーステート,,,3,C
阪神,11,重賞,芝,1600,良(暫定),Lv2 ,5,カムニャック,4歳,川田将雅,友道康夫,短距離,右回り,,ブラックタイド,休明初戦,距離短縮,4,D
阪神,11,重賞,芝,1600,良(暫定),Lv2 ,6,アスコリピチェーノ,5歳以上,坂井瑠星,黒岩陽一,短距離,右回り,,ダイワメジャー,休明初戦,,2,B
阪神,11,重賞,芝,1600,良(暫定),Lv2 ,7,クランフォード,5歳以上,幸英明,杉山晴紀,短距離,右回り,,ブリックスアンドモルタル,,,9,D
阪神,11,重賞,芝,1600,良(暫定),Lv2 ,8,カナテープ,5歳以上,松山弘平,堀宣行,短距離,右回り,,ロードカナロア,休明初戦,距離短縮,6,D
阪神,11,重賞,芝,1600,良(暫定),Lv2 ,9,エポックヴィーナス,5歳以上,酒井学,新谷功一,短距離,右回り,,ヴィクトワールピサ,休明2走,,10,E
阪神,11,重賞,芝,1600,良(暫定),Lv2 ,10,ビップデイジー,4歳,西村淳也,松下武士,短距離,右回り,,サトノダイヤモンド,,,8,D
阪神,12,自己条件,ダート,1200,重(暫定),Lv3 ,1,ゼンノツキヨミ,5歳以上,松山弘平,秋山真一,短距離,右回り,ダ道悪,ロードカナロア,,,6,D
阪神,12,自己条件,ダート,1200,重(暫定),Lv3 ,2,ゲクウ,4歳,菅原隆一,小手川準,短距離,右回り,ダ道悪,スズカコーズウェイ,,距離短縮,15,E
阪神,12,自己条件,ダート,1200,重(暫定),Lv3 ,3,メモリーグラス,5歳以上,菱田裕二,松永康利,短距離,右回り,ダ道悪,イスラボニータ,,距離短縮,14,E
阪神,12,自己条件,ダート,1200,重(暫定),Lv3 ,4,セールヴォラン,5歳以上,幸英明,北出成人,短距離,右回り,ダ道悪,グァンチャーレ,休明2走,,11,E
阪神,12,自己条件,ダート,1200,重(暫定),Lv3 ,5,ヨシノヤッタルデー,5歳以上,柴田裕一,中竹和也,短距離,右回り,ダ道悪,ファインニードル,,,16,E
阪神,12,自己条件,ダート,1200,重(暫定),Lv3 ,6,ドンパッショーネ,4歳,団野大成,斉藤崇史,短距離,右回り,ダ道悪,Quality Road,,,1,A
阪神,12,自己条件,ダート,1200,重(暫定),Lv3 ,7,タイセイディアマン,4歳,岩田望来,大橋勇樹,短距離,右回り,ダ道悪,カレンブラックヒル,休明3走,,4,C
阪神,12,自己条件,ダート,1200,重(暫定),Lv3 ,8,ジャスパーソレイユ,4歳,川田将雅,森秀行,短距離,右回り,ダ道悪,Mitole,,,3,C
阪神,12,自己条件,ダート,1200,重(暫定),Lv3 ,9,カワキタマナレア,4歳,鮫島克駿,杉山佳明,短距離,右回り,ダ道悪,ヘニーヒューズ,,,7,D
阪神,12,自己条件,ダート,1200,重(暫定),Lv3 ,10,レイユール,4歳,吉村誠之,手塚貴久,短距離,右回り,ダ道悪,キズナ,,,13,E
阪神,12,自己条件,ダート,1200,重(暫定),Lv3 ,11,クリノオリーブ,5歳以上,田山旺佑,谷潔,短距離,右回り,ダ道悪,ニューイヤーズデイ,,距離短縮,8,D
阪神,12,自己条件,ダート,1200,重(暫定),Lv3 ,12,フェンダー,5歳以上,西村淳也,柴田卓,短距離,右回り,ダ道悪,モーリス,,,9,D
阪神,12,自己条件,ダート,1200,重(暫定),Lv3 ,13,キタノライブリー,4歳,西塚洸二,本間忍,短距離,右回り,ダ道悪,アジアエクスプレス,休明3走,距離短縮,12,E
阪神,12,自己条件,ダート,1200,重(暫定),Lv3 ,14,ビーマックス,4歳,高杉吏麒,藤野健太,短距離,右回り,ダ道悪,サトノアラジン,,,10,D
阪神,12,自己条件,ダート,1200,重(暫定),Lv3 ,15,ズバットマサムネ,5歳以上,荻野琢真,杉山佳明,短距離,右回り,ダ道悪,キンシャサノキセキ,,,5,C
阪神,12,自己条件,ダート,1200,重(暫定),Lv3 ,16,ミッキーマカパ,4歳,坂井瑠星,田中博康,短距離,右回り,ダ道悪,ロードカナロア,,,2,B
